3.629849467474146,-262.76148073747555,48.6875
3.631172766065904,-262.77734064041,45.25
3.7171466215582134,-262.70946685054895,41.25
3.737934676490738,-262.6631715408101,37.875
4.371227718208799,-262.1043016070854,10.375
4.529551585101178,-261.97313955009736,6.0
4.4809742271745145,-261.9431840334215,1.625
4.389092953075382,-262.0444109649093,357.6875
4.269644935152263,-262.13291732256715,353.3125
4.1020638447388205,-262.2897176518469,349.25
4.028275336055703,-262.37240409859436,345.375
4.040946768316207,-262.36243440207556,342.0
4.028308628666145,-262.4043705623918,338.375
3.928984504565738,-262.4840049982918,334.4375
3.9000580847772017,-262.4768497636037,330.6875
3.861187900204965,-262.52159652851014,326.1875
3.967337480787383,-262.48350902327894,322.1875
3.909769867869263,-262.5104804320801,318.5625
3.910432213630489,-262.5251618393961,314.8125
3.872135664412586,-262.53803687085315,310.3125
3.9253162769380365,-262.52145396492085,305.0625
3.9192075618318576,-262.5090675237708,301.625
3.9352421298997853,-262.48055777297515,295.6875
3.9549510793226568,-262.4624251230942,291.875
3.976332714209982,-262.43519716393257,288.0625
3.981815665491321,-262.40672547729656,283.8125
3.9921814104905473,-262.4334000486022,278.625
4.017971999312485,-262.4113047648953,274.1875
4.081413759910083,-262.35487215889196,270.25
4.0629577014409985,-262.3548152101629,266.9375
4.141008607287674,-262.2641025029013,263.125
4.0957056821691795,-262.3282846464385,259.25
4.108125743250123,-262.3312020473146,255.6875
4.037392841538791,-262.3916308426457,251.875
4.111666033222016,-262.3399614686497,248.125
4.079918124272893,-262.3422518723445,244.0625
4.091124559738365,-262.3237132888136,239.9375
4.092130650306553,-262.30683839326167,235.125
4.050076308118676,-262.36692183631754,230.8125
4.037364224769741,-262.35836993167675,226.625
3.9819885769775034,-262.4350413755067,221.875
3.94054174165399,-262.5434196322428,217.3125
3.899199325220782,-262.5475917864992,213.125
3.861863597713651,-262.53325692353974,209.375
3.7969186999948037,-262.6182774623404,204.6875
3.7982559965455085,-262.55726376232406,201.1875
3.790097296894061,-262.68561986330866,196.8125
3.602140599229999,-262.7816506044899,192.9375
3.5324983170247544,-262.9168357883491,189.4375
3.445682690171286,-262.9304059550819,184.5625
2.957922956662396,-263.4753167104352,160.125
2.8920642882435343,-263.4788450339359,156.0
2.936649868307037,-263.4919197496301,152.0
2.8187885793777125,-263.5699130328934,148.3125
2.7170351354855486,-263.68198672620326,144.3125
2.7075014062460028,-263.72227328266325,140.625
2.6684534093726797,-263.7062215401829,136.875
2.674073163301046,-263.77535765805203,133.0
2.5601745911585465,-263.85208916131756,129.125
2.5877048326387477,-263.8772418468717,126.5
2.5590319548514566,-263.90324718039454,123.125
2.4537914168944504,-263.9256706201413,120.0625
2.5635667981361885,-263.8814011212682,116.625
2.5844291216121706,-263.7909600820919,113.625
2.662800496110388,-263.7339429395031,109.8125
2.7696233918833117,-263.6875841590871,106.1875
2.815210948422475,-263.6512121412893,102.9375
2.884062199573324,-263.5764931588846,99.125
2.8906058421433563,-263.52533706444177,96.1875
3.022855498656751,-263.45395834797966,93.625
2.9995858341038746,-263.3718516477791,90.75
3.1741194492628435,-263.244869832996,87.25
3.258589782435134,-263.1941185264102,83.5625
3.3328901833187556,-263.0758162214595,79.625
3.4071482774884116,-263.0350416271783,76.0625
3.375196507594958,-263.0251959377755,72.5
3.4517279428173,-262.93967334944506,68.9375
3.5039886008108896,-262.8900489919346,65.4375
3.6153028857028997,-262.8934095254309,61.75
3.6375695262671255,-262.8104233689856,58.0
3.575686173378824,-262.8591077721397,54.3125
3.6832166064107907,-262.7666653322055,50.0625
3.664524296615514,-262.77464429738933,46.375
3.5969166447140446,-262.81276096584025,358.375
3.2658873466603526,-263.09982896398907,354.375
3.3196694374868065,-263.10915978803484,350.6875
3.2799187272838104,-263.09084096233954,346.8125
3.214143138757296,-263.13654889179264,342.8125
3.246632137697839,-263.17599115108305,331.25
3.090942902622817,-263.20460820997056,325.3125
3.2448926801911995,-263.2830542544024,320.125
3.1628689296908115,-263.2234971668438,315.6875
3.2476638237462905,-263.21988198904324,311.25
3.143593079228966,-263.23811385183444,300.5
3.2984241227061624,-263.20124957565906,292.6875
3.252456141246011,-263.08793715031993,288.75
3.3960676302846444,-263.09208170366264,285.1875
3.5112063164175424,-262.99870588557906,281.375
3.662175749259283,-262.8411514424576,253.25
3.5649873673958536,-262.781141191884,219.5625
